AsOfDate,OpenDate,CloseDate,ShortName,PortfolioName,StrategyRefShortName,Strategy1RefShortName,Strategy2RefShortName,CustodianName,DirectionName,SecurityId,SecurityTypeName,SecName,StartQty,Qty,StartPrice,Price,StartFXRate,FXRate,MV_Local,MV_Base,PL_DTD,PL_QTD,PL_MTD,PL_YTD
01/08/23,04/03/20,NULL,Garfield,Garfield, Default,Hedge,DefaultS2,CSI Swap,Long,288896,Credit Index Contract,ITRAXX-FINSUBS25-1 1% 06/20/21 EUR [CSFBS] +3.50pts (183bps),6000000,6000000,3.5,3.5,1.33,1.33,0,0,-221.6667,-7093.3333,-221.6667,-6871.6667
01/08/23,04/03/20,NULL,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,CSI Swap,Long,288896,Credit Index Contract,ITRAXX-FINSUBS25-1 1% 06/20/21 EUR [CSFBS] +3.50pts (183bps),6000000,6000000,3.5,3.5,1.33,1.33,0,0,-221.6667,-7093.3333,-221.6667,-6871.6667
01/08/23,04/03/20,NULL,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,BOFA swap,Long,288897,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +3.50pts (535bps),3200000,3200000,3.5,3.5,1,1,0,0,-444.4444,-14222.2222,-444.4444,-13777.7778
01/08/23,04/03/20,NULL,Heather,Heather, Default,Hedge,DefaultS2,BOFA swap,Long,288897,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +3.50pts (535bps),4800000,4800000,3.5,3.5,1,1,0,0,-666.6667,-21333.3333,-666.6667,-20666.6667
01/08/23,04/03/20,NULL,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,BOFA swap,Long,288897,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +3.50pts (535bps),4800000,4800000,3.5,3.5,1,1,0,0,-666.6667,-21333.3333,-666.6667,-20666.6667
01/08/23,04/03/20,NULL,Garfield,Garfield, Default,Hedge,DefaultS2,BOFA swap,Long,288897,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +3.50pts (535bps),3200000,3200000,3.5,3.5,1,1,0,0,-444.4444,-14222.2222,-444.4444,-13777.7778
01/08/23,04/03/20,NULL,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,BOFA swap,Long,288898,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +4.50pts (546bps),3600000,3600000,4.505,4.505,1,1,0,0,-500,-16000,-500,-15500
01/08/23,04/03/20,NULL,Heather,Heather, Default,Hedge,DefaultS2,BOFA swap,Long,288898,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +4.50pts (546bps),3600000,3600000,4.505,4.505,1,1,0,0,-500,-16000,-500,-15500
01/08/23,04/03/20,NULL,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,BOFA swap,Long,288898,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +4.50pts (546bps),2400000,2400000,4.505,4.505,1,1,0,0,-333.3333,-10666.6667,-333.3333,-10333.3333
01/08/23,04/03/20,NULL,Garfield,Garfield, Default,Hedge,DefaultS2,BOFA swap,Long,288898,Credit Index Contract,CMBX 5% 02/17/51 USD [BOFAS] +4.50pts (546bps),2400000,2400000,4.505,4.505,1,1,0,0,-333.3333,-10666.6667,-333.3333,-10333.3333
01/08/23,04/03/20,NULL,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,BOFA swap,Long,288899,CDS Contract,CDS AA 1% 03/20/22 USD SR XR [BOFAS] +1.52pts (131bps),3200000,3200000,1.52,1.52,1,1,0,0,-88.8889,-2844.4444,-88.8889,-2755.5556
01/08/23,04/03/20,NULL,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,BOFA swap,Long,288899,CDS Contract,CDS AA 1% 03/20/22 USD SR XR [BOFAS] +1.52pts (131bps),4800000,4800000,1.52,1.52,1,1,0,0,-133.3333,-4266.6667,-133.3333,-4133.3333
01/08/23,04/03/20,NULL,Garfield,Garfield, Default,Hedge,DefaultS2,BOFA swap,Long,288899,CDS Contract,CDS AA 1% 03/20/22 USD SR XR [BOFAS] +1.52pts (131bps),3200000,3200000,1.52,1.52,1,1,0,0,-88.8889,-2844.4444,-88.8889,-2755.5556
01/08/23,04/03/20,NULL,Heather,Heather, Default,Hedge,DefaultS2,BOFA swap,Long,288899,CDS Contract,CDS AA 1% 03/20/22 USD SR XR [BOFAS] +1.52pts (131bps),4800000,4800000,1.52,1.52,1,1,0,0,-133.3333,-4266.6667,-133.3333,-4133.3333
01/08/23,04/03/20,NULL,Garfield,Garfield, Default,Hedge,DefaultS2,CSI Swap,Long,288900,CDS Contract,CDS CAH 1% 03/20/22 USD SR XR [FBCOS] +.30pts (106bps),3600000,3600000,0.305,0.305,1,1,0,0,-100,-3200,-100,-3100
01/08/23,04/03/20,NULL,Heather,Heather, Default,Hedge,DefaultS2,CSI Swap,Long,288900,CDS Contract,CDS CAH 1% 03/20/22 USD SR XR [FBCOS] +.30pts (106bps),5400000,5400000,0.305,0.305,1,1,0,0,-150,-4800,-150,-4650
01/08/23,04/03/20,NULL,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,CSI Swap,Long,288900,CDS Contract,CDS CAH 1% 03/20/22 USD SR XR [FBCOS] +.30pts (106bps),5400000,5400000,0.305,0.305,1,1,0,0,-150,-4800,-150,-4650
01/08/23,04/03/20,NULL,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,CSI Swap,Long,288900,CDS Contract,CDS CAH 1% 03/20/22 USD SR XR [FBCOS] +.30pts (106bps),3600000,3600000,0.305,0.305,1,1,0,0,-100,-3200,-100,-3100
01/08/23,04/03/20,NULL,Heather,Heather, Default,Hedge,DefaultS2,CSI Swap,Short,288901,CDS Contract,CDS WMB 1% 03/20/22 USD SR XR [FBCOS] +3.56pts (174bps),-6000000,-6000000,3.56,3.56,1,1,0,0,166.6667,5333.3333,166.6667,5166.6667
01/08/23,04/03/20,NULL,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,CSI Swap,Short,288901,CDS Contract,CDS WMB 1% 03/20/22 USD SR XR [FBCOS] +3.56pts (174bps),-6000000,-6000000,3.56,3.56,1,1,0,0,166.6667,5333.3333,166.6667,5166.6667
01/08/23,04/03/20,NULL,Garfield,Garfield, Default,Hedge,DefaultS2,CSI Swap,Short,288901,CDS Contract,CDS WMB 1% 03/20/22 USD SR XR [FBCOS] +3.56pts (174bps),-4000000,-4000000,3.56,3.56,1,1,0,0,111.1111,3555.5556,111.1111,3444.4444
01/08/23,04/03/20,NULL,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,CSI Swap,Short,288901,CDS Contract,CDS WMB 1% 03/20/22 USD SR XR [FBCOS] +3.56pts (174bps),-4000000,-4000000,3.56,3.56,1,1,0,0,111.1111,3555.5556,111.1111,3444.4444
01/08/23,04/03/20,18/06/21,Heather,Heather, Default,Hedge,DefaultS2,DBAB swap,Long,288902,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.10pts (143bps),0,0,2.1,2.1,1,1,NULL,NULL,0,0,0,0
01/08/23,04/03/20,18/06/21,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,DBAB swap,Long,288902,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.10pts (143bps),0,0,2.1,2.1,1,1,NULL,NULL,0,0,0,0
01/08/23,04/03/20,18/06/21,Garfield,Garfield, Default,Hedge,DefaultS2,DBAB swap,Long,288902,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.10pts (143bps),0,0,2.1,2.1,1,1,NULL,NULL,0,0,0,0
01/08/23,04/03/20,18/06/21,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,DBAB swap,Long,288902,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.10pts (143bps),0,0,2.1,2.1,1,1,NULL,NULL,0,0,0,0
01/08/23,04/03/20,NULL,Garfield,Garfield, Default,Hedge,DefaultS2,DBAB swap,Long,288903,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.20pts (146bps),1200000,1200000,2.2,2.2,1,1,0,0,-33.3333,-1066.6667,-33.3333,-1033.3333
01/08/23,04/03/20,NULL,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,DBAB swap,Long,288903,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.20pts (146bps),1800000,1800000,2.2,2.2,1,1,0,0,-50,-1600,-50,-1550
01/08/23,04/03/20,NULL,MNC Inv,MNC Investment Fund, Default,Hedge,DefaultS2,DBAB swap,Long,288903,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.20pts (146bps),1200000,1200000,2.2,2.2,1,1,0,0,-33.3333,-1066.6667,-33.3333,-1033.3333
01/08/23,04/03/20,NULL,Heather,Heather, Default,Hedge,DefaultS2,DBAB swap,Long,288903,CDS Contract,CDS JPM 1% 03/20/22 USD SR XR [DBABS] +2.20pts (146bps),1800000,1800000,2.2,2.2,1,1,0,0,-50,-1600,-50,-1550
01/08/23,17/04/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289501,Loan,LX159514,2500000,2500000,0,78,1,1,0,0,0,0,0,-1950000
01/08/23,17/04/23,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289501,Loan,LX159514,2500000,2500000,0,78,1,1,0,0,0,0,0,-1950000
01/08/23,14/04/23,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289505,Loan,LX155578,428571.43,428571.43,0,67,1,1,0,0,0,0,0,-287142.8581
01/08/23,14/04/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289505,Loan,LX155578,500000,500000,0,67,1,1,0,0,0,0,0,-335000
01/08/23,14/04/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289505,Loan,LX155578,71428.57,71428.57,0,67,1,1,0,0,0,0,0,-47857.1419
01/08/23,17/04/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289509,Loan,516586,1250000,1250000,0,88,1,1,0,0,0,0,0,-1100000
01/08/23,17/04/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289509,Loan,516586,178571.43,178571.43,0,88,1,1,0,0,0,0,0,-157142.8584
01/08/23,17/04/23,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289509,Loan,516586,1071428.57,1071428.57,0,88,1,1,0,0,0,0,0,-942857.1416
01/08/23,17/04/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289521,Loan,LX154102,2000000,2000000,0,45,1,1,0,0,0,0,0,-900000
01/08/23,08/10/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289532,Loan,LX155100,1291490.29,1291490.29,76,76,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289532,Loan,LX155100,10588235.29,10588235.29,76,76,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289532,Loan,LX155100,6708509.71,6708509.71,76,76,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289532,Loan,LX155100,1411764.71,1411764.71,76,76,1,1,0,0,0,0,0,0
01/08/23,17/04/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289537,Loan,LX159075,71428.57,71428.57,0,29,1,1,0,0,0,0,0,-20714.2853
01/08/23,17/04/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289537,Loan,LX159075,500000,500000,0,29,1,1,0,0,0,0,0,-145000
01/08/23,17/04/23,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289537,Loan,LX159075,428571.43,428571.43,0,29,1,1,0,0,0,0,0,-124285.7147
01/08/23,08/10/20,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289540,Loan,LX160059,1722775.61,1722775.61,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1349306.77,1349306.77,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1291490.28,1291490.28,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1176470.59,1176470.59,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1403284.42,1403284.42,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,1411764.71,1411764.71,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,8823529.41,8823529.41,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,10524633.2,10524633.2,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,6708509.72,6708509.72,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289540,Loan,LX160059,10588235.29,10588235.29,78,78,1,1,0,0,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,4031,4031,1,1,0.75,0.75,40310000,30232500,0,0,0,0
01/08/23,01/08/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,138,138,1,1,0.75,0.75,1380000,1035000,0,0,0,0
01/08/23,15/08/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,122,122,1,1,0.75,0.75,1220000,915000,0,0,0,0
01/08/23,01/06/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,2288,2288,1,1,0.75,0.75,22880000,17160000,0,0,0,0
01/08/23,01/07/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,155,155,1,1,0.75,0.75,1550000,1162500,0,0,0,0
01/08/23,15/08/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,289852,Future,EVM0,155,155,1,1,0.75,0.75,1550000,1162500,0,0,0,0
01/08/23,06/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,520000,520000,80,81,1,1,421200,421200,5200,5200,5200,-15600
01/08/23,06/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,2080000,2080000,80,81,1,1,1684800,1684800,20800,20800,20800,-62400
01/08/23,06/10/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,400000,400000,80,81,1,1,324000,324000,4000,4000,4000,-12000
01/08/23,06/10/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,1600000,1600000,80,81,1,1,1296000,1296000,16000,16000,16000,-48000
01/08/23,06/10/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,640000,640000,80,81,1,1,518400,518400,6400,6400,6400,-19200
01/08/23,06/10/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289856,Loan,BBG00KG1Y1V1,2560000,2560000,80,81,1,1,2073600,2073600,25600,25600,25600,-76800
01/08/23,06/10/20,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289856,Loan,BBG00KG1Y1V1,440000,440000,80,81,1,1,356400,356400,4400,4400,4400,-13200
01/08/23,06/10/20,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289856,Loan,BBG00KG1Y1V1,1760000,1760000,80,81,1,1,1425600,1425600,17600,17600,17600,-52800
01/08/23,08/10/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,1291490.29,1291490.29,78,78,1,1,0,0,0,0,0,0
01/08/23,02/01/20,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,40000000,40000000,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,1411764.71,1411764.71,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,10588235.29,10588235.29,78,78,1,1,0,0,0,0,0,0
01/08/23,08/10/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289873,Loan,BL3184191,6708509.71,6708509.71,78,78,1,1,0,0,0,0,0,0
01/08/23,02/01/20,NULL,Heather,Heather, Default,Asset,DefaultS2,CSI Swap,Long,289878,Total Return Swap,BL3184191 TRS,2000000,2000000,94.6,94.6,1,1,0,0,-10094.6083,-323027.4667,-10094.6083,-2150151.575
01/08/23,01/06/20,NULL,NorthPoint,Northpoint 401K, Default,Hedge,DefaultS2,CS Prime,Long,289883,CDS Cleared,CDS AA 1 06/20/25 ICECREDIT,10000000,10000000,2.342995,2.342995,1,1,0,0,-277.7778,-8888.8889,-277.7778,-8611.1111
01/08/23,01/06/20,NULL,NorthPoint,Northpoint 401K, Default,Hedge,DefaultS2,BOFA swap,Long,289884,CDS Contract,CDS AA 1% 06/20/25 USD SR XR [BOFAS] +2.80pts (160bps),10000000,10000000,2.800064,2.800064,1,1,0,0,-277.7778,-8888.8889,-277.7778,-8611.1111
01/08/23,18/08/20,NULL,Garfield,Garfield, Default,Asset,DefaultS2,CSI Swap,Long,289889,Total Return Swap,03060RAL5 FBCOS 8/18/2021,500000,500000,93,93,1,1,465000,465000,-2333.3333,-79666.6667,-2333.3333,-511999.9999
01/08/23,18/08/20,NULL,Heather,Heather, Default,Asset,DefaultS2,CSI Swap,Long,289889,Total Return Swap,03060RAL5 FBCOS 8/18/2021,428571,428571,93,93,1,1,398571.03,398571.03,-1999.998,-68285.646,-1999.998,-438856.7038
01/08/23,18/08/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CSI Swap,Long,289889,Total Return Swap,03060RAL5 FBCOS 8/18/2021,71429,71429,93,93,1,1,66428.97,66428.97,-333.3353,-11381.0207,-333.3353,-73143.2959
01/08/23,21/10/21,NULL,IG Corp,IG Corp, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,2837000,2837000,87,87,1,1,0,0,0,2.1376,0,2.0686
01/08/23,22/10/20,NULL,NorthPoint,Northpoint 401K, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1028000,1028000,87,87,1,1,0,0,0,0.7746,0,0.7496
01/08/23,21/10/21,NULL,NorthPoint,Northpoint 401K, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,11000,11000,87,87,1,1,0,0,0,0.0083,0,0.008
01/08/23,23/12/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,892000,892000,87,87,1,1,0,0,0,0.6721,0,0.6504
01/08/23,15/03/21,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,8939000,8939000,87,87,1,1,0,0,0,6.7353,0,6.518
01/08/23,15/03/21,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,10727000,10727000,87,87,1,1,0,0,0,8.0825,0,7.8218
01/08/23,15/03/21,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,10727000,10727000,87,87,1,1,0,0,0,8.0825,0,7.8218
01/08/23,21/10/21,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,195000,195000,87,87,1,1,0,0,0,0.1469,0,0.1422
01/08/23,23/12/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,108000,108000,87,87,1,1,0,0,0,0.0814,0,0.0788
01/08/23,15/03/21,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1061000,1061000,87,87,1,1,0,0,0,0.7994,0,0.7736
01/08/23,15/03/21,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1273000,1273000,87,87,1,1,0,0,0,0.9592,0,0.9282
01/08/23,15/03/21,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1273000,1273000,87,87,1,1,0,0,0,0.9592,0,0.9282
01/08/23,21/10/21,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,23000,23000,87,87,1,1,0,0,0,0.0173,0,0.0168
01/08/23,22/10/20,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1715000,1715000,87,87,1,1,0,0,0,1.2922,0,1.2505
01/08/23,04/04/22,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,2308000,2308000,87,87,1,1,0,0,0,1.739,0,1.6829
01/08/23,12/07/23,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,2308000,2308000,87,87,1,1,0,0,0,-2143948.061,0,-2143948.061
01/08/23,22/10/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,289892,Bond,969457BM1,1257000,1257000,87,87,1,1,0,0,0,0.9471,0,0.9166
01/08/23,21/10/21,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289892,Bond,969457BM1,934000,934000,87,87,1,1,0,0,0,0.7037,0,0.681
01/08/23,04/04/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289892,Bond,969457BM1,2692000,2692000,87,87,1,1,0,0,0,2.0283,0,1.9629
01/08/23,21/06/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289892,Bond,969457BM1,5000000,5000000,87,87,1,1,0,0,0,3.7674,0,-4619080.692
01/08/23,12/07/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,289892,Bond,969457BM1,2692000,2692000,87,87,1,1,0,0,0,-2500653.461,0,-2500653.461
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289894,Fund Holding,Little Rock Fund (Platpot),41930000,41930000,1,1,1,1,41930000,41930000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289938,Fund Holding,Atlanta LLC (Platpot),41000000,41000000,1,1,1,1,41000000,41000000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289939,Fund Holding,East Windsor Opportunity Fund (Platpot),39080000,39080000,1,1,1,1,39080000,39080000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289940,Fund Holding,Heddy Advisors LLC (Platpot),34530000,34530000,1,1,1,1,34530000,34530000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289941,Fund Holding,Brighton & Hove LLC (Platpot),19530000,19530000,1,1,1,1,19530000,19530000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289942,Fund Holding,Denver Management Group (Platpot),24560000,24560000,1,1,1,1,24560000,24560000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289943,Fund Holding,Montgomery Funds Management (Platpot),24910000,24910000,1,1,1,1,24910000,24910000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289944,Fund Holding,Pepper Capital Management LP (Platpot),38880000,38880000,1,1,1,1,38880000,38880000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289945,Fund Holding,"Bain Capital Fund X, L.P. (Platpot)",35250000,35250000,1,1,1,1,35250000,35250000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289946,Fund Holding,"Rockpoint Real Estate Fund III, L.P. (Platpot)",44100000,44100000,1,1,1,1,44100000,44100000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289947,Fund Holding,Voros Capital Management (Platpot),31150000,31150000,1,1,1,1,31150000,31150000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289948,Fund Holding,Bridgewater All Weather Fund (Platpot),34600000,34600000,1,1,1,1,34600000,34600000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289949,Fund Holding,Alice Springs Capital Management (Platpot),23450000,23450000,1,1,1,1,23450000,23450000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289950,Fund Holding,PBI Global Advisors (Platpot),39880000,39880000,1,1,1,1,39880000,39880000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289951,Fund Holding,Jefferson Capital Advisors (Platpot),38580000,38580000,1,1,1,1,38580000,38580000,0,0,0,0
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,289952,Fund Holding,Edmonton Corp (Platpot),28310000,28310000,1,1,1,1,28310000,28310000,0,0,0,0
01/08/23,01/06/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,290002,Fund Holding,Alice Springs Capital Management (Ytum),41610000,41610000,1,1,1,1,41610000,41610000,0,0,0,0
01/08/23,01/06/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,290003,Fund Holding,Atlanta LLC (Ytum),39630000,39630000,1,1,1,1,39630000,39630000,0,0,0,0
01/08/23,01/06/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,290004,Fund Holding,Brighton & Hove LLC (Ytum),37730000,37730000,1,1,1,1,37730000,37730000,0,0,0,0
